0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
4.57,4.95,1.0,2.0,2.0,3.0,0.03,0.1,0.06,0.02,0.02,0.03,5.0,5.0,300.0,3.9,0.5
4.337320855065097,4.95,1.048501911078076,2.0,1.944039424692423,3.0,0.03,0.1016475751090799,0.0522599209874311,0.02,0.0214761645246333,0.0291917030104254,5.0,5.0,293.7057541720451,4.215200222916536,0.5
4.921632700097932,4.863765568621238,1.162103185432429,2.373459829594908,2.1454862107731474,3.0,0.0334495424980573,0.1016475751090799,0.065010286731163,0.0169162241450804,0.0239605549044018,0.0291917030104254,5.379172456399729,5.0,293.7057541720451,4.215200222916536,0.5
4.0207553654593,4.828887327552239,1.0658640768479988,1.847940521482032,2.1454862107731474,3.0,0.0334495424980573,0.1016475751090799,0.065010286731163,0.0208557087488089,0.0185829804818959,0.0291917030104254,4.85522346759911,5.0,317.0096380246577,3.8334491552842,0.5
4.09705131545633,4.225870018864855,0.920856833579313,2.209630118736245,1.7827228190807047,2.565576327273968,0.0334495424980573,0.1016475751090799,0.0675419857197727,0.0210780458289024,0.0202501514586728,0.0291917030104254,4.31512128160424,4.79389595514432,280.303211182753,4.477435227571369,0.5
3.998308759060581,4.225870018864855,0.920856833579313,2.209630118736245,1.7827228190807047,2.4387902596451445,0.0334495424980573,0.1016475751090799,0.0675419857197727,0.0160348387992718,0.0161237301860655,0.0271967977928378,5.875685156894853,5.592988468107052,253.51155388791287,3.424596674601964,0.543653293248427
3.840423907674521,4.225870018864855,1.033502644533359,2.377632496801808,2.1416829023978554,3.591494551298113,0.0252124829243651,0.1016475751090799,0.0704844123041633,0.0160348387992718,0.0161237301860655,0.0271967977928378,4.891795769661254,5.642922007575366,282.1932187286056,4.667786444983865,0.543653293248427
4.669700677216423,4.225870018864855,0.8796949042998268,2.2210569726623888,2.1416829023978554,3.270759636777744,0.0252124829243651,0.0918492613680588,0.0497688857126402,0.0214266857409682,0.0173532780234417,0.0271967977928378,4.547830311969503,4.0100826427525895,304.12381003009364,4.667786444983865,0.4095043950546857
4.669700677216423,4.225870018864855,1.0111861037453136,1.6358542693771898,2.1416829023978554,3.270759636777744,0.0252124829243651,0.1136614577616054,0.0486889441066396,0.0190679258213382,0.0173532780234417,0.0271967977928378,4.224499636175038,5.23383304848961,304.12381003009364,4.667786444983865,0.4095043950546857
5.037636629389409,4.225870018864855,0.8378626310344146,1.898790147272488,1.920126514928142,2.631619085520096,0.0252124829243651,0.1073270836703815,0.0713479863875159,0.0190679258213382,0.0225948990054482,0.0337982890776213,4.224499636175038,5.23383304848961,304.12381003009364,4.667786444983865,0.4095043950546857
5.037636629389409,4.225870018864855,0.8378626310344146,1.898790147272488,1.920126514928142,3.2624129494272385,0.0335117746141239,0.1073270836703815,0.0563995192499497,0.0190679258213382,0.0225948990054482,0.0337982890776213,4.391890787422333,5.23383304848961,304.12381003009364,4.667786444983865,0.5457457523166954
5.037636629389409,4.173539938070839,1.048906211817436,2.191797036756041,1.920126514928142,2.565424328880233,0.0266941152618113,0.1073270836703815,0.0603514511214819,0.0190679258213382,0.0229905898241128,0.0337982890776213,5.647614398567876,4.508017995691468,304.12381003009364,4.667786444983865,0.4604307819958826
4.822085050416515,4.173539938070839,1.048906211817436,2.191797036756041,2.323046058727188,3.0251055584128386,0.0266941152618113,0.1194852521864385,0.0536597919784872,0.0161977782507788,0.0187086896744044,0.030520118874673,4.35555509167486,5.879370204476532,264.9265735526883,4.397591156425799,0.4239944831233109
5.165501497956916,4.717229702724583,1.0570194262039472,2.276649228119945,1.919884753581019,3.4570759734726173,0.03238483697494,0.1026661559234913,0.0585021590608425,0.0209941921686955,0.0165190394528491,0.0275330908147568,4.6965374556033845,4.268558106478001,264.9265735526883,3.781651281807699,0.4343456158734862
4.579806156573229,4.295004269462967,1.0570194262039472,2.276649228119945,1.919884753581019,2.409873630819715,0.03238483697494,0.1011446937940833,0.0585021590608425,0.0163298747487054,0.0235819352136514,0.0290309491451314,4.7901203531600896,4.268558106478001,264.9265735526883,3.571602881029287,0.5119731508209425
3.7888341144520346,5.79715791425673,0.9170784347732384,2.3603972989156805,1.6034071907781813,2.409873630819715,0.0269165651318959,0.1110030074781631,0.0694774945275376,0.0219288844654317,0.0235819352136514,0.0290309491451314,4.687550216333415,4.268558106478001,303.74311342707534,3.431879131394523,0.4249236448827545
5.053457941555193,4.053443600106962,1.004627320540895,1.9655698923899712,2.1509673889764587,2.409873630819715,0.0323008808411253,0.0839949804771038,0.0694774945275376,0.0173470280946515,0.0228804291676693,0.0267351955658598,5.288983382589869,5.189753217935485,342.679655195818,3.216394806726947,0.4720249028326689
5.053457941555193,4.700088649798559,1.004627320540895,1.7696197075030156,2.348065157129211,2.409873630819715,0.0323008808411253,0.0839949804771038,0.0485699971829947,0.0173470280946515,0.0228804291676693,0.0262060343162128,5.869959135397,5.189753217935485,342.679655195818,3.216394806726947,0.4720249028326689
5.053457941555193,4.860915748491511,1.0852444018228895,2.23081434279075,2.023902240529253,2.409873630819715,0.0323008808411253,0.0839949804771038,0.0485699971829947,0.0173470280946515,0.0233675145171568,0.0262060343162128,5.869959135397,5.189753217935485,329.8397848593057,3.216394806726947,0.4720249028326689
3.781796272208921,4.860915748491511,1.0852444018228895,2.23081434279075,1.9568793981813464,2.409873630819715,0.0323008808411253,0.1162761883266214,0.0689838352074875,0.0201879736330009,0.0233675145171568,0.029662001635012,5.913699590512351,5.189753217935485,266.93981532843304,4.666025034731884,0.4492462189867047
