6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101
4.377960986e-07,5.149906365e-07,5.630595148e-07,5.847866101e-07,5.944251327e-07,6.003166397e-07,6.048577828e-07,6.086293647e-07,6.118535431e-07,6.145783195e-07,6.168623496e-07,6.187116892e-07,6.201213333e-07,6.211209263e-07,6.217614784e-07,6.221303056e-07,6.223292106e-07,6.224451448e-07,6.225244745e-07,6.225846163e-07,6.226330321e-07,6.226736242e-07,6.227086618e-07,6.227396144e-07,6.227676517e-07,6.227939136e-07,6.228199756e-07,6.228487102e-07,6.22885084e-07,6.229368015e-07,6.230146807e-07,6.231325193e-07,6.233066481e-07,6.235555767e-07,6.238997841e-07,6.243613133e-07,6.249626339e-07,6.25724237e-07,6.266602052e-07,6.277715012e-07,6.290379037e-07,6.304174871e-07,6.318637033e-07,6.333472604e-07,6.348576677e-07,6.363925846e-07,6.37951856e-07,6.395360324e-07,6.411458112e-07,6.427815504e-07,6.444428926e-07,6.461285031e-07,6.478358835e-07,6.49561216e-07,6.512992167e-07,6.530429943e-07,6.547839193e-07,6.565115887e-07,6.582141857e-07,6.598797765e-07,6.614984475e-07,6.630643908e-07,6.645763845e-07,6.660363427e-07,6.674472043e-07,6.688114423e-07,6.70130438e-07,6.7140439e-07,6.726324489e-07,6.738129447e-07,6.749436662e-07,6.760221807e-07,6.770461657e-07,6.780137078e-07,6.789235118e-07,6.797749835e-07,6.805681942e-07,6.813037716e-07,6.819827791e-07,6.826066217e-07,6.83176998e-07,6.836958904e-07,6.841655787e-07,6.845886556e-07,6.849680256e-07,6.853068733e-07,6.856085976e-07,6.858767166e-07,6.861147566e-07,6.863261429e-07,6.865141061e-07,6.866816153e-07,6.868313377e-07,6.86965626e-07,6.870865251e-07,6.871957925e-07
1.585838158e-06,1.825660575e-06,2.037666249e-06,2.206532166e-06,2.322702393e-06,2.39194955e-06,2.432649899e-06,2.459957216e-06,2.480793229e-06,2.497719636e-06,2.511796301e-06,2.523486907e-06,2.533051938e-06,2.54069025e-06,2.546559942e-06,2.550851585e-06,2.55383065e-06,2.555829686e-06,2.557187345e-06,2.558156872e-06,2.558887932e-06,2.559464778e-06,2.559936989e-06,2.560335143e-06,2.560678861e-06,2.560981338e-06,2.561252294e-06,2.561500105e-06,2.561733224e-06,2.561962503e-06,2.562204409e-06,2.562483363e-06,2.562832881e-06,2.563295294e-06,2.563919689e-06,2.564758625e-06,2.565864761e-06,2.567287541e-06,2.569071013e-06,2.571249629e-06,2.573843693e-06,2.57685479e-06,2.580263555e-06,2.58403202e-06,2.588110342e-06,2.592445173e-06,2.596986357e-06,2.601689842e-06,2.606518322e-06,2.611440817e-06,2.616431851e-06,2.621470422e-06,2.626538868e-06,2.63162177e-06,2.636705021e-06,2.641775122e-06,2.646818686e-06,2.651822156e-06,2.656771698e-06,2.661653243e-06,2.666452654e-06,2.671155834e-06,2.675749676e-06,2.680221595e-06,2.684560429e-06,2.688756625e-06,2.692802441e-06,2.696692005e-06,2.700421262e-06,2.7039878e-06,2.707390619e-06,2.710629867e-06,2.713706596e-06,2.716622552e-06,2.719380009e-06,2.721981669e-06,2.724430595e-06,2.72673019e-06,2.728884193e-06,2.730896701e-06,2.732772185e-06,2.734515512e-06,2.736131946e-06,2.737627145e-06,2.739007128e-06,2.740278223e-06,2.741446999e-06,2.742520177e-06,2.743504532e-06,2.744406794e-06,2.745233546e-06,2.745991137e-06,2.746685611e-06,2.747322643e-06,2.74790751e-06,2.748445067e-06
1.054651854e-06,1.169591774e-06,1.254716221e-06,1.307677015e-06,1.336412211e-06,1.352979221e-06,1.364498913e-06,1.373562756e-06,1.381084164e-06,1.387427856e-06,1.392795282e-06,1.397295263e-06,1.400986069e-06,1.403930481e-06,1.40619512e-06,1.407857029e-06,1.409017691e-06,1.409802913e-06,1.410341503e-06,1.41073033e-06,1.411026919e-06,1.411263711e-06,1.411459746e-06,1.411626722e-06,1.411772134e-06,1.411901042e-06,1.412017259e-06,1.41212428e-06,1.412225864e-06,1.412326765e-06,1.412434295e-06,1.412559793e-06,1.412719449e-06,1.412934553e-06,1.413231116e-06,1.413638653e-06,1.414188091e-06,1.41490886e-06,1.415825339e-06,1.41695297e-06,1.418294991e-06,1.41984166e-06,1.421573631e-06,1.423468398e-06,1.425505702e-06,1.427669464e-06,1.42994737e-06,1.432329958e-06,1.434809841e-06,1.437380913e-06,1.440038082e-06,1.442776197e-06,1.445589823e-06,1.448472782e-06,1.451417822e-06,1.454416348e-06,1.457458235e-06,1.46053175e-06,1.463623661e-06,1.466719632e-06,1.469804994e-06,1.472865817e-06,1.475890305e-06,1.478869486e-06,1.481797582e-06,1.484671429e-06,1.487489471e-06,1.490250739e-06,1.492954098e-06,1.495597805e-06,1.498179326e-06,1.500695331e-06,1.503141813e-06,1.50551429e-06,1.50780806e-06,1.510018482e-06,1.512141241e-06,1.514172551e-06,1.516109299e-06,1.5179491e-06,1.519690301e-06,1.521331947e-06,1.522873745e-06,1.524316031e-06,1.52565976e-06,1.526906502e-06,1.528058447e-06,1.529118418e-06,1.530089866e-06,1.530976845e-06,1.531783965e-06,1.532516301e-06,1.533179279e-06,1.533778533e-06,1.534319754e-06,1.534808545e-06
1.69075463e-06,1.893359207e-06,2.071968312e-06,2.221138141e-06,2.336267331e-06,2.417265691e-06,2.470746868e-06,2.506651553e-06,2.53263206e-06,2.552746975e-06,2.568900611e-06,2.582023375e-06,2.592635216e-06,2.60109268e-06,2.607686954e-06,2.612699949e-06,2.616434217e-06,2.619201435e-06,2.621278219e-06,2.6228744e-06,2.624135396e-06,2.625159162e-06,2.626011545e-06,2.626737139e-06,2.627366586e-06,2.627921524e-06,2.628418196e-06,2.628869996e-06,2.629288379e-06,2.629684403e-06,2.630072256e-06,2.630471873e-06,2.630909981e-06,2.631420211e-06,2.632042118e-06,2.632818799e-06,2.633793364e-06,2.63500517e-06,2.636486703e-06,2.638261673e-06,2.640344241e-06,2.642739083e-06,2.645442094e-06,2.648441562e-06,2.651719651e-06,2.655253483e-06,2.659018751e-06,2.662989122e-06,2.667138281e-06,2.671440977e-06,2.675873492e-06,2.680413847e-06,2.685041764e-06,2.689738472e-06,2.69448644e-06,2.699269117e-06,2.704070698e-06,2.708875956e-06,2.713670146e-06,2.718438981e-06,2.723168687e-06,2.727846113e-06,2.732458884e-06,2.736995562e-06,2.741445801e-06,2.74580045e-06,2.750051602e-06,2.754192573e-06,2.758217826e-06,2.762122852e-06,2.765904044e-06,2.769558565e-06,2.773084229e-06,2.776479426e-06,2.779743028e-06,2.782874332e-06,2.785873026e-06,2.788739163e-06,2.791473151e-06,2.794075755e-06,2.796548103e-06,2.798891703e-06,2.801108456e-06,2.803200675e-06,2.805171086e-06,2.807022841e-06,2.808759509e-06,2.810385055e-06,2.811903822e-06,2.81332048e-06,2.81463998e-06,2.815867491e-06,2.81700833e-06,2.818067889e-06,2.819051559e-06,2.819964664e-06
4.060284587e-06,4.821154431e-06,5.565528e-06,6.293649351e-06,7.00576206e-06,7.702108444e-06,8.382928747e-06,9.048460342e-06,9.698937003e-06,1.033458831e-05,1.095563925e-05,1.156230999e-05,1.215481594e-05,1.273336792e-05,1.329817255e-05,1.384943279e-05,1.438734848e-05,1.491211694e-05,1.542393361e-05,1.592299259e-05,1.640948715e-05,1.688361019e-05,1.734555462e-05,1.779551363e-05,1.823368097e-05,1.86602511e-05,1.907541933e-05,1.947938189e-05,1.987233597e-05,2.025447972e-05,2.062601227e-05,2.098713361e-05,2.133804463e-05,2.167894695e-05,2.201004291e-05,2.233153541e-05,2.264362786e-05,2.2946524e-05,2.324042785e-05,2.352554351e-05,2.380207507e-05,2.407022641e-05,2.433020108e-05,2.45822021e-05,2.482643184e-05,2.506309176e-05,2.529238229e-05,2.551450259e-05,2.572965034e-05,2.593802153e-05,2.613981026e-05,2.633520849e-05,2.652440579e-05,2.670758914e-05,2.68849427e-05,2.705664752e-05,2.722288138e-05,2.738381853e-05,2.753962943e-05,2.769048064e-05,2.783653452e-05,2.797794913e-05,2.811487801e-05,2.824747007e-05,2.837586943e-05,2.850021539e-05,2.862064227e-05,2.873727942e-05,2.885025121e-05,2.895967701e-05,2.906567126e-05,2.916834358e-05,2.926779887e-05,2.936413755e-05,2.945745577e-05,2.954784571e-05,2.963539605e-05,2.97201924e-05,2.980231796e-05,2.988185425e-05,2.995888206e-05,3.003348255e-05,3.010573847e-05,3.01757356e-05,3.02435643e-05,3.030932063e-05,3.037310602e-05,3.0435025e-05,3.049518128e-05,3.055367234e-05,3.061058373e-05,3.066598512e-05,3.071992897e-05,3.077245006e-05,3.082356464e-05,3.087326963e-05
2.212452279e-11,2.260599079e-11,2.306840692e-11,2.352479795e-11,2.397703239e-11,2.445076518e-11,2.493790674e-11,2.545712433e-11,2.601592511e-11,2.663478533e-11,2.732681167e-11,2.801098729e-11,2.845602553e-11,2.865372802e-11,2.875847905e-11,2.881114423e-11,2.885601657e-11,2.890008509e-11,2.894418104e-11,2.898861636e-11,2.903383964e-11,2.907999436e-11,2.91275272e-11,2.917714875e-11,2.922941774e-11,2.928533217e-11,2.934602588e-11,2.941299036e-11,2.948791608e-11,2.957261006e-11,2.96694453e-11,2.978088952e-11,2.990982788e-11,3.005937925e-11,3.023298159e-11,3.043337721e-11,3.066159015e-11,3.091296691e-11,3.11711318e-11,3.141448795e-11,3.163874569e-11,3.184783115e-11,3.203795526e-11,3.22020625e-11,3.23576768e-11,3.251625907e-11,3.268033037e-11,3.28504222e-11,3.302641475e-11,3.320839382e-11,3.339627205e-11,3.358959531e-11,3.378825344e-11,3.399147329e-11,3.419711146e-11,3.440294009e-11,3.460493271e-11,3.480154953e-11,3.499989285e-11,3.520249158e-11,3.540183712e-11,3.559050979e-11,3.576369694e-11,3.593044354e-11,3.609628961e-11,3.626107576e-11,3.642238629e-11,3.657699842e-11,3.672512234e-11,3.687463486e-11,3.703423696e-11,3.719088235e-11,3.733110091e-11,3.745378215e-11,3.756591789e-11,3.767475085e-11,3.778801594e-11,3.790175386e-11,3.799788109e-11,3.808152772e-11,3.8167156e-11,3.824691422e-11,3.83157579e-11,3.838258141e-11,3.844316421e-11,3.850230741e-11,3.856953472e-11,3.868370749e-11,3.882552122e-11,3.888298776e-11,3.890259909e-11,3.891810224e-11,3.893263599e-11,3.894650892e-11,3.895981853e-11,3.897277565e-11
2.232719652e-11,2.285397725e-11,2.337167338e-11,2.390540269e-11,2.446616724e-11,2.506282697e-11,2.567974985e-11,2.620627863e-11,2.649890996e-11,2.664268063e-11,2.672748523e-11,2.678234627e-11,2.68338686e-11,2.688582441e-11,2.693888764e-11,2.699338985e-11,2.704963924e-11,2.710814876e-11,2.716936987e-11,2.723402925e-11,2.730312148e-11,2.737766065e-11,2.74590229e-11,2.754856747e-11,2.764794859e-11,2.775859185e-11,2.788210298e-11,2.801920206e-11,2.81685158e-11,2.832418998e-11,2.847912079e-11,2.862729158e-11,2.876702075e-11,2.888957201e-11,2.899521286e-11,2.909760976e-11,2.92032445e-11,2.931345661e-11,2.942858818e-11,2.954869396e-11,2.967372865e-11,2.980357742e-11,2.993806865e-11,3.007692676e-11,3.021996865e-11,3.036761788e-11,3.05212249e-11,3.067999294e-11,3.0839234e-11,3.099564187e-11,3.114554866e-11,3.128417857e-11,3.141401715e-11,3.154146015e-11,3.166897288e-11,3.17963546e-11,3.192287535e-11,3.205010649e-11,3.218294886e-11,3.232312245e-11,3.246469212e-11,3.259895486e-11,3.271939133e-11,3.282871002e-11,3.293418575e-11,3.304232904e-11,3.315780371e-11,3.327460864e-11,3.337985009e-11,3.347282192e-11,3.356555185e-11,3.366346654e-11,3.375479612e-11,3.383717256e-11,3.392153792e-11,3.400058821e-11,3.407649553e-11,3.414965612e-11,3.422116386e-11,3.429375505e-11,3.437660554e-11,3.45076331e-11,3.483761948e-11,3.516470261e-11,3.525574282e-11,3.529605585e-11,3.533059737e-11,3.536296423e-11,3.539376891e-11,3.542343766e-11,3.545214695e-11,3.548023453e-11,3.550806492e-11,3.55358028e-11,3.556378183e-11,3.559235525e-11
1.67521267e-13,1.727607073e-13,1.779953365e-13,1.831249028e-13,1.88412725e-13,1.939612014e-13,2.000290998e-13,2.061547423e-13,2.121413776e-13,2.173666435e-13,2.202137239e-13,2.222507933e-13,2.23040754e-13,2.236382338e-13,2.242210136e-13,2.248088682e-13,2.253964613e-13,2.260035643e-13,2.266152157e-13,2.272560029e-13,2.279160381e-13,2.286249974e-13,2.29357212e-13,2.30152248e-13,2.30995139e-13,2.319201004e-13,2.329463745e-13,2.340734406e-13,2.353513127e-13,2.367806918e-13,2.384287821e-13,2.403316363e-13,2.425294015e-13,2.449955209e-13,2.476166969e-13,2.500876406e-13,2.523083418e-13,2.544181129e-13,2.565385794e-13,2.58643793e-13,2.604696529e-13,2.621511518e-13,2.638671346e-13,2.656304406e-13,2.674613698e-13,2.693599328e-13,2.713266675e-13,2.733407189e-13,2.754175884e-13,2.775530074e-13,2.797116793e-13,2.818850537e-13,2.840835508e-13,2.86165502e-13,2.881474503e-13,2.901093518e-13,2.921926222e-13,2.943186591e-13,2.964350926e-13,2.984656731e-13,3.003473545e-13,3.021801346e-13,3.040091312e-13,3.057991108e-13,3.075273331e-13,3.091352569e-13,3.106608314e-13,3.122259724e-13,3.139164848e-13,3.156353531e-13,3.172154315e-13,3.185498614e-13,3.197495396e-13,3.208914801e-13,3.220329049e-13,3.232665173e-13,3.243942855e-13,3.252956428e-13,3.261296033e-13,3.270157048e-13,3.277628125e-13,3.284184714e-13,3.290500807e-13,3.295651364e-13,3.300280638e-13,3.30438058e-13,3.308964395e-13,3.320619163e-13,3.338307485e-13,3.343369875e-13,3.345349866e-13,3.347198905e-13,3.348736906e-13,3.350230998e-13,3.351822913e-13,3.353112282e-13
7.235251953e-15,7.737050036e-15,8.136095486e-15,8.516338164e-15,8.885184775e-15,9.212056088e-15,9.54272627e-15,9.828003362e-15,1.009789548e-14,1.032980162e-14,1.049333249e-14,1.0592096640000002e-14,1.063388144e-14,1.068345363e-14,1.072143983e-14,1.076322473e-14,1.080500932e-14,1.084679441e-14,1.089636665e-14,1.094194979e-14,1.09875334e-14,1.103691552e-14,1.109408509e-14,1.115106464e-14,1.120804385e-14,1.1276609510000002e-14,1.13525811e-14,1.143634122e-14,1.152370939e-14,1.162646243e-14,1.173662234e-14,1.1672045470000002e-14,1.200271609e-14,1.215105214e-14,1.228039549e-14,1.238295846e-14,1.249330822e-14,1.259985987e-14,1.270622133e-14,1.282037019e-14,1.292293361e-14,1.303708197e-14,1.315502896e-14,1.327677495e-14,1.3394531920000002e-14,1.352007704e-14,1.365379981e-14,1.377934419e-14,1.39008996e-14,1.4030242910000002e-14,1.415578772e-14,1.42813323e-14,1.439548112e-14,1.450203261e-14,1.460858427e-14,1.4707349080000002e-14,1.481769858e-14,1.492804834e-14,1.503080164e-14,1.512595693e-14,1.5224911540000003e-14,1.532386603e-14,1.541522268e-14,1.551816619e-14,1.560192563e-14,1.568568546e-14,1.577324387e-14,1.586080229e-14,1.5952159510000002e-14,1.6032120920000002e-14,1.610448441e-14,1.618083782e-14,1.62494033e-14,1.631417023e-14,1.6378936230000003e-14,1.6436105750000003e-14,1.648947712e-14,1.6535250430000003e-14,1.658102411e-14,1.6622999560000002e-14,1.6657767220000003e-14,1.669214504e-14,1.671892582e-14,1.674190848e-14,1.676109119e-14,1.6768688350000002e-14,1.6784073750000002e-14,1.6818451380000002e-14,1.684903034e-14,1.68528295e-14,1.6860617260000003e-14,1.6868404740000002e-14,1.686840413e-14,1.6876192550000002e-14,1.68801816e-14,1.688017989e-14
